,,,,,,Normalized summed signal-to-noise ratio,,,,,,,,,,,,Normalized relative abundance,,,Absolute abundance (copy number per average cell),,
AOE93296.1,peptide ABC transporter permease [synthetic bacterium JCVI-Syn3.0],16.0714285714286,11,337,13000000000,1215261036.30055,1273161114.66876,1356433710.46526,1273161114.66876,1449162268.66944,1872750152.39627,1360453613.23453,1449162268.66944,1494020422.2467,1408773728.66,1569983953.35849,1494020422.2467,0.000833081562866,0.000888504048177,0.000927987916159,64,68,71
AOE93297.1,ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],56.3604240282686,98,567,43000000000,4834623394.42326,4793987812.04657,4779326164.21422,4793987812.04657,4752006737.07929,4559872615.76627,4832246291.75714,4752006737.07929,4894428164.4165,4764216667.06575,4789292153.23099,4789292153.23099,0.00313690295188,0.002913529639946,0.002974795510806,242,224,229
AOE93298.1,ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],52.0900321543408,91,623,43000000000,4625689175.21702,4799073493.69522,4773104734.27338,4773104734.27338,4906720852.67629,5059166115.95009,4355814651.77775,4906720852.67629,4977387382.38873,4690664390.45944,4812379203.56207,4812379203.56207,0.003123238297133,0.003008387283558,0.002989135678723,241,232,230
AOE93299.1,ABC transporter substrate-binding protein [synthetic bacterium JCVI-Syn3.0],45.595353339787,121,1034,55000000000,6231365739.24789,6363204497.76179,5903333741.02388,6231365739.24789,6028717472.45821,6199871231.10158,5933066923.90266,6028717472.45821,6188170235.99799,6065157437.96941,6087112720.53658,6087112720.53658,0.004077438314,0.003696300956354,0.003780916890319,314,285,291
AOE93300.1,spermidine/putrescine ABC transporter permease [synthetic bacterium JCVI-Syn3.0],39.3822393822394,107,1037,32000000000,3537702247.49364,3628555542.4887,3619770697.70768,3619770697.70768,3437615242.10917,3566191437.08942,3310919781.85318,3437615242.10917,3754257698.75072,3508733655.43151,3636253697.07598,3636253697.07598,0.002368564508703,0.0021076556606,0.00225860332344,182,162,174
AOE93301.1,ABC transporter permease [synthetic bacterium JCVI-Syn3.0],16.6666666666667,6,331,3400000000,379077723.833882,479399898.658069,377215985.137257,379077723.833882,330194609.212792,298178109.180599,395408483.432514,330194609.212792,438590477.310017,363409528.815602,338525184.419267,363409528.815602,0.000248046110568,0.000202447478322,0.000225726266078,19,16,17
AOE93302.1,spermidine/putrescine ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],52.1367521367521,49,352,42000000000,4277739610.20671,4118489035.69325,4069586808.9823,4118489035.69325,4192251062.78424,4605306926.40346,4738119349.45095,4605306926.40346,5525094882.98112,5313650533.58449,5159761789.91348,5313650533.58449,0.002694896382691,0.002823585692004,0.003300492692356,208,217,254
AOE93303.1,50S ribosomal protein L20 [synthetic bacterium JCVI-Syn3.0],50.4201680672269,90,120,60000000000,6165658014.44594,6440115442.27019,7108333566.11256,6440115442.27019,7043687867.87129,7446089007.2344,6439467940.1798,7043687867.87129,6408921745.8962,6491662986.67545,6456063429.31417,6456063429.31417,0.004214031810957,0.004318595177368,0.00401008497551,325,333,309
AOE93305.1,translation initiation factor IF-3 [synthetic bacterium JCVI-Syn3.0],47.5138121546961,54,182,30000000000,3061094887.18835,3128098613.26662,2993419101.05661,3061094887.18835,3612998776.12941,3543071078.38017,3384778709.58925,3543071078.38017,3505671739.6188,3406339428.31747,3364527666.4533,3406339428.31747,0.002003000000016,0.002172312282882,0.002115795594721,154,167,163
AOE93306.1,peptide deformylase [synthetic bacterium JCVI-Syn3.0],68,58,201,26000000000,2973486976.66103,3170094877.03657,3097598117.71713,3097598117.71713,2590007602.62668,2744487283.7528,2851878308.50743,2744487283.7528,2745668402.47646,2950695588.18987,2876082843.03201,2876082843.03201,0.0020268855617,0.001682688070553,0.001786434833462,156,130,138
AOE93307.1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD [synthetic bacterium JCVI-Syn3.0],47.5675675675676,23,186,27000000000,2471425768.1919,2488315161.01786,2291885176.50706,2471425768.1919,3571742184.04846,3860408826.31276,2368533341.7025,3571742184.04846,3555423061.64712,2780049806.54146,3612216674.03086,3555423061.64712,0.001617155297748,0.002189890986111,0.002208396611526,125,169,170
AOE93308.1,guanylate kinase [synthetic bacterium JCVI-Syn3.0],65.993265993266,60,298,34000000000,3640655478.81467,3712264426.57472,3681050946.18874,3681050946.18874,4159014873.47827,4079529791.08004,3572429392.15639,4079529791.08004,3761102659.29069,3655863704.73695,3738088727.67952,3738088727.67952,0.002408662689985,0.002501223508504,0.0023218565939,186,193,179
AOE93309.1,phosphopyruvate hydratase [synthetic bacterium JCVI-Syn3.0],80.2660753880266,256,452,210000000000,20032302574.3427,19514642264.7836,19802760998.4256,19802760998.4256,21938390917.4382,27604453497.3672,25029779057.5119,25029779057.5119,24135422246.2498,24980456445.6472,26961791998.2338,24980456445.6472,0.012957759148913,0.015346148943,0.01551622814287,998,1182,1195
AOE93311.1,Holliday junction resolvase [synthetic bacterium JCVI-Syn3.0],63.6363636363636,17,144,11000000000,973233193.176279,968421646.41996,947639288.247608,968421646.41996,1264607788.86573,1378701801.65619,1268079863.93837,1268079863.93837,1367588627.60628,1385926723.68112,1445801066.40846,1385926723.68112,0.000633678023479,0.000777479594163,0.000860847169896,49,60,66
AOE93312.1,hypoxanthine phosphoribosyltransferase [synthetic bacterium JCVI-Syn3.0],38.9473684210526,56,191,90000000000,8980881942.61437,8704468286.20178,8558408530.73952,8704468286.20178,12214790648.9215,10677565426.252,10384563491.3813,10677565426.252,10126880357.1234,10331968149.5609,10020473167.2052,10126880357.1234,0.005695690796901,0.006546582333124,0.006290156720657,439,504,485
AOE93313.1,glycerol kinase [synthetic bacterium JCVI-Syn3.0],71.2871287128713,217,506,74000000000,7664687657.3126,7900309234.82874,7858462650.22867,7858462650.22867,8479088402.4747,8262625123.16106,7738419868.43468,8262625123.16106,8291691989.69279,8826231642.81785,8978483431.04893,8826231642.81785,0.00514211459253,0.005065944669701,0.005482278680926,396,390,422
AOE93314.1,6-phosphofructokinase [synthetic bacterium JCVI-Syn3.0],49.3865030674847,86,327,78000000000,9109883953.70031,8857572528.40813,9095810052.32407,9095810052.32407,8993254041.87491,8200508436.69454,8893916781.17376,8893916781.17376,8495048125.22974,8362618883.50931,7991387197.08523,8362618883.50931,0.005951761773606,0.005452999457044,0.005194312712049,458,420,400
AOE93315.1,pyruvate kinase [synthetic bacterium JCVI-Syn3.0],58.9958158995816,108,479,110000000000,11045472010.7353,10926376811.6526,10915060738.7458,10926376811.6526,14053448702.2619,12711543506.8804,12138332462.4404,12711543506.8804,12646447425.9059,12824982502.404,12738335838.9739,12738335838.9739,0.007149576723515,0.007793646100662,0.007912222319399,551,600,609
AOE93316.1,threonine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],58.2159624413146,92,640,50000000000,5886893989.89343,6003276296.71102,6212550447.04186,6003276296.71102,5175061529.39747,5171509216.97458,5157205679.74802,5171509216.97458,5430811796.58422,5557485057.02464,5405205986.62478,5430811796.58422,0.003928190031852,0.003170733170334,0.003373265617469,303,244,260
AOE93317.1,branched-chain alpha-keto acid dehydrogenase subunit E2 [synthetic bacterium JCVI-Syn3.0],66.8934240362812,184,442,34000000000,3611201659.11514,3587629187.66114,3698068370.03199,3611201659.11514,4142295851.77575,3914634456.84267,3507366973.13354,3914634456.84267,3687304617.09275,3852701713.52233,3998797170.82469,3852701713.52233,0.002362957435112,0.002400123600535,0.002393046695664,182,185,184
AOE93318.1,dihydrolipoyl dehydrogenase [synthetic bacterium JCVI-Syn3.0],72.6550079491256,177,630,32000000000,3654653616.16421,3598944511.14807,3615041468.42006,3615041468.42006,3967580483.45624,3857750717.54724,3620270431.46905,3857750717.54724,3205069438.64711,3197029729.42266,3283659603.72535,3205069438.64711,0.002365469979911,0.002365247290454,0.001990779821497,182,182,153
AOE93319.1,phosphate acetyltransferase [synthetic bacterium JCVI-Syn3.0],45.6521739130435,68,323,60000000000,5827622496.47916,6057352631.25657,5962025108.89528,5962025108.89528,7244065073.70708,8143682062.02333,6284032789.98201,7244065073.70708,6884432023.70879,6766381803.08694,6830406010.86086,6830406010.86086,0.003901197686877,0.004441449575662,0.004242602139939,301,342,327
AOE93321.1,phosphoenolpyruvate--protein phosphotransferase [synthetic bacterium JCVI-Syn3.0],68.411867364747,150,574,69000000000,6785983116.2997,7009733103.25109,7070858419.14106,7009733103.25109,8432845533.94027,8797603093.18331,7321494229.03827,8432845533.94027,7779930281.56114,7921545457.79114,7880006765.79402,7880006765.79402,0.004586756021411,0.00517030946537,0.004894545582522,353,398,377
AOE93322.1,PTS glucose transporter subunit IIA [synthetic bacterium JCVI-Syn3.0],67.5324675324675,74,155,61000000000,5645946303.06354,6227189880.0152,6650335331.69756,6227189880.0152,8495195381.22963,6115688363.87666,6719801220.19099,6719801220.19099,6835761551.94474,7113573069.22802,7196508898.75366,7113573069.22802,0.004074705877943,0.004120015208902,0.004418487023777,314,317,340
AOE93323.1,30S ribosomal protein S4 [synthetic bacterium JCVI-Syn3.0],61.5384615384615,84,209,33000000000,3411021834.58524,3394565848.11751,3434553487.46149,3411021834.58524,3898739294.15938,3929858611.73811,3576480604.97284,3898739294.15938,3763908736.77651,3776030566.23393,3814841015.95501,3776030566.23393,0.002231971561327,0.002390378027733,0.002345423586139,172,184,181
AOE93324.1,hypothetical protein JCVSYN2_00590 [synthetic bacterium JCVI-Syn3.0],30.2521008403361,26,596,7800000000,1102892906.31923,1088005077.82003,1045579825.07934,1088005077.82003,660703306.769559,772973360.11517,833261040.801422,772973360.11517,717128375.731963,781542998.073905,797913109.289392,781542998.073905,0.000711926369879,0.000473922054447,0.000485443470097,55,37,37
AOE93325.1,tRNA 4-thiouridine(8) synthase ThiI [synthetic bacterium JCVI-Syn3.0],28.8607594936709,23,396,15000000000,1897942696.71705,1997267533.45308,1871558146.7666,1897942696.71705,1523039059.80132,1608275900.39458,1532689417.41873,1532689417.41873,1650997879.83228,1539126850.14993,1379102515.46643,1539126850.14993,0.001241901790586,0.00093971584923,0.000956005083402,96,72,74
AOE93326.1,YihA family ribosome biogenesis GTP-binding protein [synthetic bacterium JCVI-Syn3.0],61.2244897959184,22,197,12000000000,1296921404.27737,1216695583.69318,1253160441.71483,1253160441.71483,1230914340.06249,1326187074.38672,1395667690.3759,1326187074.38672,1318780784.20954,1441991956.40672,1519680724.87325,1441991956.40672,0.000819994301804,0.000813106033539,0.000895671231007,63,63,69
AOE93327.1,hypothetical protein JCVSYN2_00605 [synthetic bacterium JCVI-Syn3.0],14.5161290322581,6,187,1800000000,272256389.239438,258634304.911482,314262465.935811,272256389.239438,98089949.5821446,89716891.427394,257454645.876428,98089949.5821446,175421676.131269,186164371.958978,147999304.937055,175421676.131269,0.000178148527814,6.01404819691045E-05,0.000108960488932,14,5,8
AOE93328.1,hypothetical protein JCVSYN2_00610 [synthetic bacterium JCVI-Syn3.0],32.8125,13,193,8300000000,1050006486.9061,1046569278.35488,1089333339.83141,1050006486.9061,885650686.637282,914139668.189291,899563125.607219,899563125.607219,803890837.506581,802631379.712546,808215197.254682,803890837.506581,0.000687062332531,0.000551536219216,0.00049932448848,53,42,38
AOE93329.1,hypothetical protein JCVSYN2_00615 [synthetic bacterium JCVI-Syn3.0],47.5982532751092,38,230,57000000000,5206619185.6571,5306967773.6394,5158973255.027,5206619185.6571,6841805089.42454,6688488348.18641,6538518395.57542,6688488348.18641,6982331241.65216,7195094181.49182,7081202529.34615,7081202529.34615,0.003406904592406,0.004100816797421,0.004398380558429,262,316,339
AOE93330.1,transcription elongation factor GreA [synthetic bacterium JCVI-Syn3.0],71.3375796178344,73,158,74000000000,7888162087.60811,7832880875.80687,7854093992.86442,7854093992.86442,8292456035.9535,7747836427.14847,8708891538.42238,8292456035.9535,8621736414.73533,8608080336.9022,8445862290.55871,8608080336.9022,0.005139256000744,0.005084234468815,0.005346777336521,396,392,412
AOE93331.1,excinuclease ABC subunit C [synthetic bacterium JCVI-Syn3.0],52.0547945205479,58,585,14000000000,1160150733.92281,1151910852.70571,1144897445.89204,1151910852.70571,1780742113.15711,1845318364.49492,1658675834.12768,1780742113.15711,1772037076.88049,1730423593.59804,1755843985.2212,1755843985.2212,0.000753742540829,0.001091800835908,0.001090615614541,58,84,84
AOE93332.1,RNase J family beta-CASP ribonuclease [synthetic bacterium JCVI-Syn3.0],55.5746140651801,136,584,62000000000,6646714365.58738,6779943242.5966,6530925068.23139,6646714365.58738,6921980179.11926,6679341654.34621,6873979730.78556,6873979730.78556,7583518309.95716,7126026392.04858,6857571057.32785,7126026392.04858,0.004349217964492,0.004214544464712,0.004426222214623,335,325,341
AOE93333.1,valine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],57.2247706422018,122,873,39000000000,4461547038.64278,4459614962.5037,4390266650.32287,4459614962.5037,4411638053.72956,4595557494.70499,3885412513.32942,4411638053.72956,4229751412.20688,4215095898.16735,4351115976.39246,4229751412.20688,0.002918109075073,0.002704844277673,0.002627245344465,225,208,202
AOE93334.1,ribulose-phosphate 3-epimerase [synthetic bacterium JCVI-Syn3.0],71.5555555555555,55,226,40000000000,4133003372.42715,4190698028.60126,4143022910.37027,4143022910.37027,4343118085.53168,4174794293.29652,4638596238.81063,4343118085.53168,4639486505.49767,5021173653.13488,4716106912.32996,4716106912.32996,0.002710949903666,0.002662833613691,0.002929337618674,209,205,226
AOE93336.1,tRNA (N6-adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase TsaE [synthetic bacterium JCVI-Syn3.0],33.3333333333333,10,139,2100000000,208051193.032911,213059405.086838,198614757.939522,208051193.032911,218662805.571885,227148767.600722,227793199.864433,227148767.600722,270695384.604078,277256635.361066,258717850.938545,270695384.604078,0.000136136433206,0.000139268461452,0.000168138294586,10,11,13
AOE93337.1,tRNA N6-adenosine(37)-N6-threonylcarbamoyltransferase complex dimerization subunit TsaB [synthetic bacterium JCVI-Syn3.0],60.427807486631,34,188,12000000000,1335527828.25914,1330221822.8276,1328020435.50267,1330221822.8276,1301838278.13238,1240036092.10374,1407037179.64954,1301838278.13238,1380918538.93742,1347813929.87922,1328585894.70829,1347813929.87922,0.000870418725762,0.000798177405802,0.000837173991422,67,61,64
AOE93338.1,hypothetical protein JCVSYN2_00675 [synthetic bacterium JCVI-Syn3.0],30.9734513274336,11,227,3200000000,377744983.972093,395334742.702525,411100979.057271,395334742.702525,324083876.925219,332539342.130623,317635256.323429,324083876.925219,353349198.009867,335047736.761941,353163884.117031,353163884.117031,0.000258683745138,0.0001987008928,0.000219362340704,20,15,17
AOE93339.1,proline--tRNA ligase [synthetic bacterium JCVI-Syn3.0],59.4936708860759,65,475,38000000000,4246155146.88651,4333651939.83855,4439293408.83642,4333651939.83855,4651328675.63173,4826434466.53815,3594378084.93631,4651328675.63173,3948069282.85555,4089617326.12089,3871071668.35589,3948069282.85555,0.002835686300315,0.002851802346121,0.002452282801555,218,220,189
AOE93340.1,RNase H [synthetic bacterium JCVI-Syn3.0],52.6829268292683,21,206,5800000000,749655094.593222,766448351.339386,725639838.23859,749655094.593222,573590977.31297,562521223.805756,637946428.986977,573590977.31297,593042713.455443,621961178.875221,569194193.392435,593042713.455443,0.000490530091297,0.000351677597712,0.000368359403699,38,27,28
AOE93341.1,elongation factor 4 [synthetic bacterium JCVI-Syn3.0],61.6666666666667,103,601,22000000000,2913427373.20825,2770968997.95744,2937812416.64815,2913427373.20825,2335815947.36869,2440588354.64268,2057024970.94409,2335815947.36869,2100187176.14359,2180111959.49062,2264062803.59648,2180111959.49062,0.001906375085923,0.001432125283623,0.001354143172446,147,110,104
AOE93342.1,aspartate--tRNA ligase [synthetic bacterium JCVI-Syn3.0],67.4216027874565,98,575,35000000000,3801709992.06392,3737738966.86255,3712822277.04293,3737738966.86255,3982728393.38767,4103488192.19065,3946380690.25834,3982728393.38767,3884158730.99902,3940580540.57599,3890392216.61892,3890392216.61892,0.002445755988166,0.002441873057849,0.00241645757473,188,188,186
AOE93343.1,histidine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],55.3140096618357,79,415,52000000000,5008587296.72656,4997749072.24307,4942697893.34738,4997749072.24307,6227038730.81884,6164529965.67967,5794963149.45792,6164529965.67967,6400267153.39695,6210881070.51921,6253285667.81041,6253285667.81041,0.003270232305989,0.003779569719714,0.003884132672892,252,291,299
AOE93344.1,ribosome-binding factor A [synthetic bacterium JCVI-Syn3.0],41.025641025641,25,118,45000000000,3848289601.70569,3933055734.95956,3841984629.64759,3848289601.70569,5763253007.22744,6236177940.4348,4835339306.43439,5763253007.22744,5532461818.29362,5327796183.48754,5681641777.80937,5532461818.29362,0.002518093805108,0.003533540541524,0.003436403972487,194,272,265
AOE93345.1,tRNA pseudouridine(55) synthase TruB [synthetic bacterium JCVI-Syn3.0],41.4383561643836,7,293,830000000,100019063.609819,106903644.793059,109073555.273055,106903644.793059,109984030.842587,129474117.41391,128765221.336407,128765221.336407,46388537.7469972,49424793.9818356,49967035.0023308,49424793.9818356,6.99514416943967E-05,7.89479707657999E-05,3.06994542315559E-05,5,6,2
AOE93346.1,FAD synthetase [synthetic bacterium JCVI-Syn3.0],60.8695652173913,26,185,14000000000,1367415428.64489,1299870473.32611,1348504288.32162,1348504288.32162,1687209053.06066,1644235374.82135,1804949410.86187,1687209053.06066,1596108886.15241,1592915512.97656,1658791571.83454,1596108886.15241,0.000882381693176,0.001034454254141,0.000991398602835,68,80,76
AOE93347.1,30S ribosomal protein S15 [synthetic bacterium JCVI-Syn3.0],19.3181818181818,9,89,22000000000,2189789582.17295,1902127474.12808,1816005298.91108,1902127474.12808,2681713106.1869,2985045358.39311,2667156507.11433,2681713106.1869,2871043150.14508,2639803905.3739,2247315617.57456,2639803905.3739,0.001244640062173,0.001644200240656,0.001639673788081,96,127,126
AOE93348.1,hypothetical protein JCVSYN2_00735 [synthetic bacterium JCVI-Syn3.0],22.8971962616822,9,215,1900000000,192860032.777983,186123475.296124,212216552.776892,192860032.777983,236709850.250906,240860031.36669,208237151.223769,236709850.250906,216084674.632322,191316255.213648,215591976.461666,215591976.461666,0.000126196233666,0.000145130510736,0.000133911656091,10,11,10
AOE93349.1,translation initiation factor IF-2 [synthetic bacterium JCVI-Syn3.0],64.1935483870968,151,621,73000000000,9429173232.35845,9121802928.79259,8699259590.22024,9121802928.79259,7263719275.53604,6492446977.91,7931056906.37416,7263719275.53604,8134751483.0382,8117151400.45144,7810638205.31891,8117151400.45144,0.005968769979325,0.004453499874145,0.005041844342343,460,343,388
AOE93350.1,50S ribosomal protein L7 [synthetic bacterium JCVI-Syn3.0],63.6363636363636,17,100,1700000000,251649112.955444,232654884.49515,233888603.99556,233888603.99556,191425126.024017,185423539.508903,183625198.878667,185423539.508903,131532347.221616,151923728.105557,137877458.815088,137877458.815088,0.000153042911465,0.000113686071631,8.56404730389495E-05,12,9,7
AOE93351.1,transcription termination/antitermination protein NusA [synthetic bacterium JCVI-Syn3.0],62.6712328767123,128,585,70000000000,9456112603.3002,9204541592.35109,9116100233.19077,9204541592.35109,7559749337.7482,6767768230.32274,7019896124.54585,7019896124.54585,7039313672.6821,6916801815.38298,6919716390.47607,6919716390.47607,0.006022909282161,0.004304008087492,0.004298075915154,464,332,331
AOE93352.1,ribosome assembly cofactor RimP [synthetic bacterium JCVI-Syn3.0],54.8780487804878,24,165,27000000000,2768592930.88931,2893954802.08454,2701297854.96128,2768592930.88931,3310233856.35815,3469357362.44377,2756358194.96725,3310233856.35815,3070503018.30018,2992367122.20804,3037334857.78747,3037334857.78747,0.001811603966876,0.002029556141071,0.001886594054126,140,156,145
AOE93353.1,NAD(P)H-dependent oxidoreductase [synthetic bacterium JCVI-Syn3.0],52.7777777777778,27,217,28000000000,3181829154.68855,3160194875.1446,3184534946.04566,3181829154.68855,3030278170.82909,3247227546.00244,3094246709.83776,3094246709.83776,2928710987.918,2962166794.15733,3210810815.37657,2962166794.15733,0.002082001385702,0.001897131044044,0.001839904562008,160,146,142
AOE93354.1,PolC-type DNA polymerase III [synthetic bacterium JCVI-Syn3.0],45.6140350877193,100,1483,17000000000,2271674175.85506,2021186633.89287,2053501592.49613,2053501592.49613,2079994742.63797,2182446491.1974,1927727739.99652,2079994742.63797,1498814543.11645,1489656358.39975,1474997722.40785,1489656358.39975,0.001343690359622,0.001275277302602,0.000925277244701,104,98,71
AOE93355.1,phosphatidate cytidylyltransferase [synthetic bacterium JCVI-Syn3.0],7.60233918128655,3,343,260000000,24177727.9511136,25806578.9579631,25222230.3208946,25222230.3208946,31696547.9742239,27997559.5742256,27844526.6513724,27997559.5742256,33949787.189677,31802495.9420109,31502545.4385189,31802495.9420109,1.65039403203702E-05,1.71657415864259E-05,1.97536335503962E-05,40,40,40
AOE93356.1,Xaa-Pro dipeptidase [synthetic bacterium JCVI-Syn3.0],73.7430167597765,159,359,87000000000,8021899330.82264,8195915465.60139,8342898514.20074,8195915465.60139,10415025542.1356,10655239164.7805,9696579730.73268,10415025542.1356,10184599129.1891,10676815471.7971,10811027650.7403,10676815471.7971,0.005362923817369,0.006385615024708,0.006631740499225,413,492,511
AOE93357.1,tryptophan--tRNA ligase [synthetic bacterium JCVI-Syn3.0],43.75,33,337,5000000000,583345805.327115,544162327.572248,521294718.443173,544162327.572248,458559693.884861,511581273.403793,543828950.351254,511581273.403793,572536144.5625,640599613.593693,624091472.861364,624091472.861364,0.000356067741218,0.000313658478569,0.000387644865337,27,24,30
AOE93358.1,hypothetical protein JCVSYN2_00790 [synthetic bacterium JCVI-Syn3.0],19.672131147541,10,245,26000000000,2996731731.1278,2968329767.13979,2829789347.3934,2968329767.13979,2722351348.53515,3246379661.96024,2846479050.06931,2846479050.06931,2719242139.43193,2812083692.19949,2858613262.14288,2812083692.19949,0.001942299975251,0.001745220817376,0.001746682740564,150,134,135
AOE93359.1,hypothetical protein JCVSYN2_00795 [synthetic bacterium JCVI-Syn3.0],50,4,51,1800000000,126989162.944563,124660580.833923,101364822.52041,124660580.833923,473165290.55354,318203907.951204,125249451.373519,318203907.951204,167682608.950681,174578236.968562,188105937.903596,174578236.968562,8.15705336209451E-05,0.000195095791874,0.000108436599607,6,15,8
AOE93360.1,transketolase [synthetic bacterium JCVI-Syn3.0],58.9939024390244,99,657,28000000000,2943389837.77936,2929994133.93231,2936645956.22465,2936645956.22465,3194349367.92571,3305109974.91806,2923389112.55831,3194349367.92571,3206267626.7583,3235855133.8306,3324998856.0727,3235855133.8306,0.00192156795759,0.001958505549071,0.002009901884821,148,151,155
AOE93361.1,hypothetical protein JCVSYN2_00805 [synthetic bacterium JCVI-Syn3.0],19.7530864197531,4,82,2100000000,386766929.662994,433659195.985177,322683706.371738,386766929.662994,69338370.746266,27653963.8072605,302166422.929848,69338370.746266,250976385.961998,205962704.257215,100792320.277503,205962704.257215,0.000253077473476,4.25124393823929E-05,0.000127930581058,19,3,10
AOE93362.1,hypothetical protein JCVSYN2_00810 [synthetic bacterium JCVI-Syn3.0],7.81563126252505,5,500,1400000000,210846100.289101,203105132.426287,205944238.331147,205944238.331147,91676569.8425559,108931164.985874,168208544.990177,108931164.985874,139877945.068582,140482193.065472,130928111.000804,139877945.068582,0.000134757766284,6.67874006624938E-05,8.68830444536643E-05,10,5,7
AOE93363.1,hypothetical protein JCVSYN2_00815 [synthetic bacterium JCVI-Syn3.0],22.5296442687747,14,254,5600000000,715920348.781934,688314085.593956,668397557.75399,688314085.593956,542457086.60822,590011520.793052,620617205.741944,590011520.793052,582849609.145484,601131701.278473,590300884.302947,590300884.302947,0.000450392151915,0.000361745289696,0.00036665635849,35,28,28
AOE93364.1,chromosome segregation protein ScpA [synthetic bacterium JCVI-Syn3.0],14.7482014388489,4,279,120000000,12483666.6683527,14281069.2646108,11783587.705733,12483666.6683527,16773463.432095,17889411.6674577,11050492.293026,16773463.432095,12373399.8819307,11615932.7857521,11748976.301042,11748976.301042,8.16857538182137E-06,1.02840727250304E-05,7.29769678663774E-06,1,1,1
AOE93365.1,SMC-Scp complex subunit ScpB [synthetic bacterium JCVI-Syn3.0],55.5023923444976,29,210,5400000000,612143117.355447,606380353.807305,575692008.01139,606380353.807305,602990902.833297,661213041.990777,597579690.105207,602990902.833297,588752585.670822,564626316.807784,590621983.41797,588752585.670822,0.000396779548968,0.000369703151789,0.000365694656495,31,28,28
AOE93366.1,pseudouridine synthase [synthetic bacterium JCVI-Syn3.0],48.4126984126984,33,253,27000000000,2144328593.11075,2187085906.92793,2165564947.86849,2165564947.86849,3421767141.46847,3708741496.74946,3263314501.715,3421767141.46847,3315168576.69655,3357831710.23584,3436197125.22751,3357831710.23584,0.001417018011682,0.002097938942273,0.002085665768147,109,162,161
AOE93367.1,deoxyguanosine kinase [synthetic bacterium JCVI-Syn3.0],50.7317073170732,34,206,13000000000,1269725265.70682,1249378531.77842,1232896681.64741,1249378531.77842,1371566988.24876,1748762213.67418,1503214302.51225,1503214302.51225,1466336403.23213,1568631797.76489,1589487815.43514,1568631797.76489,0.000817519642937,0.000921644195364,0.000974331629978,63,71,75
AOE93368.1,hypothetical protein JCVSYN2_00840 [synthetic bacterium JCVI-Syn3.0],18.1818181818182,12,276,4600000000,622593368.896753,611517778.891807,640453797.194869,622593368.896753,239100400.814994,323444224.692095,607573360.964061,323444224.692095,486303844.335181,530011330.23388,539001893.97636,530011330.23388,0.000407388390059,0.000198308712014,0.000329208424838,31,15,25
AOE93369.1,lipoprotein [synthetic bacterium JCVI-Syn3.0],51.0460251046025,66,240,23000000000,2338086307.69365,2061598552.89464,2169153292.81514,2169153292.81514,2719123338.85322,2434197318.43268,2657474668.94891,2657474668.94891,2655010848.05231,2920880325.65779,3044475346.65166,2920880325.65779,0.001419366013033,0.001629339275758,0.001814260104075,109,126,140
AOE93370.1,inorganic diphosphatase [synthetic bacterium JCVI-Syn3.0],51.0752688172043,70,187,33000000000,3861508249.65674,3774071101.76266,3513433752.49004,3774071101.76266,3155949820.14112,2684839706.46464,4132691189.3915,3155949820.14112,3956939501.36542,4127131058.39902,3793435620.32886,3956939501.36542,0.002469529594959,0.001934962185852,0.002457792402005,190,149,189
AOE93371.1,ECF transporter S component [synthetic bacterium JCVI-Syn3.0],8.78378378378378,3,297,1400000000,193892764.744162,172015193.270723,189030069.122099,189030069.122099,144210882.178345,144958335.39,118185392.482081,144210882.178345,145486244.413655,163243449.043105,128977669.355832,145486244.413655,0.000123690131279,8.84179469593096E-05,9.03665537450578E-05,10,7,7
AOE93372.1,hypothetical protein JCVSYN2_00860 [synthetic bacterium JCVI-Syn3.0],53.2467532467532,27,232,5600000000,683139892.926732,680824823.911296,679215523.713728,680824823.911296,631528533.189405,639072740.346704,590619817.38243,631528533.189405,573613289.655379,557178913.159413,564806465.714913,564806465.714913,0.000445491620666,0.000387200019218,0.00035082089063,34,30,27
AOE93373.1,cytidylate kinase [synthetic bacterium JCVI-Syn3.0],34.5454545454545,17,221,12000000000,1318950983.2305,1314769003.47428,1356571870.95046,1318950983.2305,1262409373.68416,1428490376.59044,1288897040.54761,1288897040.54761,1255311788.4216,1417525019.91647,1357074543.18448,1357074543.18448,0.000863043752903,0.00079024293067,0.000842926079623,66,61,65
AOE93374.1,ribosome biogenesis GTPase Der [synthetic bacterium JCVI-Syn3.0],36.551724137931,43,436,5700000000,667698904.532407,684983261.142906,662406858.132893,667698904.532407,563660057.58727,561945917.439983,676156823.73827,563660057.58727,651719324.006858,663774644.46703,567654208.952382,651719324.006858,0.00043690279298,0.000345588795533,0.000404805482174,34,27,31
